TIMESTAMP,RECORD,YYYYMMDD,HHMMSS,Frac_of_Day,BattV,BattI,BattI_Sensors,Solar,StringPot,AirT,RH,SoilTemp(1),SM_Eb_Inside,SM_Temp_Inside,SM_EC_Inside,VWCp(1),VWCm(1),IR_Rad_TP(1),IR_Rad_T(1),IR_Rad_Target(1),PRI_Inside,DownNIR_PRI_Inside,UpNIR_PRI_Inside,DownRed_PRI_Inside,UpRed_PRI_Inside,Ind1_PRI_Inside,Ind2_PRI_Inside,NDVI_Inside,DownNIR_NDVI_Inside,UpNIR_NDVI_Inside,DownRed_NDVI_Inside,UpRed_NDVI_Inside,Ind1_NDVI_Inside,Ind2_NDVI_Inside,SoilTemp(2),SM_Eb_Outside,SM_Temp_Outside,SM_EC_Outside,VWCp(2),VWCm(2),IR_Rad_TP(2),IR_Rad_T(2),IR_Rad_Target(2),PRI_Outside,DownNIR_PRI_Outside,UpNIR_PRI_Outside,DownRed_PRI_Outside,UpRed_PRI_Outside,Ind1_PRI_Outside,Ind2_PRI_Outside,NDVI_Outside,DownNIR_NDVI_Outside,UpNIR_NDVI_Outside,DownRed_NDVI_Outside,UpRed_NDVI_Outside,Ind1_NDVI_Outside,Ind2_NDVI_Outside
2019-06-17 09:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 10:00:00,144774,20190617,100000,168.4167,12.94,2.057350,2.150750,Nan,-23.058417,106.01,-66.046167,-113.63,Nan,0.000,0.00,Nan,Nan,Nan,Nan,Nan,Nan,0.000,0.000000,Nan,Nan,0.00,0.00,Nan,0.000,0.000000,Nan,Nan,0.00,0.00,Nan,Nan,0.00,0.00,Nan,Nan,Nan,-273.20,Nan,Nan,0.000,Nan,Nan,Nan,Nan,0.00,Nan,0.000,Nan,Nan,Nan,Nan,0.00
2019-06-17 11:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 12:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 13:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 14:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 15:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 16:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2019-06-17 17:00:00,144896,20190617,170000,168.7083,12.88,3.091621,3.152052,Nan,41.146411,-60.47,77.962536,Nan,Nan,14.853,1.00,Nan,Nan,Nan,Nan,Nan,Nan,0.000,0.001966,Nan,Nan,1.24,1.76,Nan,0.001,0.000207,Nan,Nan,1.22,1.81,29.02,Nan,14.86,1.02,Nan,Nan,Nan,Nan,Nan,Nan,0.000,Nan,Nan,Nan,Nan,1.10,Nan,0.000,Nan,Nan,Nan,Nan,1.07
2019-06-17 18:00:00,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
